fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, postcode, facility_id, facilityage, streettype, changerooms, longitude, latitude, objectid, faciltysportplayedid, suburbtown, lga, streetname
"Turf Pitch",null,"Cricket","Cranbourne Recreation Reserve",1,"3. Average","N/A",3977,"CASEYC12247","26 - 50 Years","Street","Umpire/Officials, Unisex",145.283636999578,-38.1175679989663,1986,20200,"CRANBOURNE","CASEY","Sladen"
"Synthetic Pitch",null,"Cricket","Donnelly Recreation Reserve",2,"4. Good","1 - 5 Years",3977,"CASEYC12258","11 - 25 Years","Avenue",null,145.277513999999,-38.0892719987324,1987,20220,"CRANBOURNE","CASEY","Lesdon"
"Synthetic Pitch",null,"Cricket","Edwin Flack Recreation Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12244","26 - 50 Years","Road","Umpire/Officials, Unisex",145.3631999995,-38.029053999312,1988,20192,"BERWICK","CASEY","Manuka"
"Synthetic Pitch",null,"Cricket","Frog Hollow Recreation Reserve,",1,"3. Average","1 - 5 Years",3802,"CASEYC12272","11 - 25 Years","Road","Male, Umpire/Officials",145.274222999581,-37.9893839993874,1989,20267,"ENDEAVOUR HILLS","CASEY","Hallam North"
"Synthetic Pitch",null,"Cricket","Glover Recreation Reserve",1,"3. Average","1 - 5 Years",null,"CASEYC12263","11 - 25 Years","Road","Male, Umpire/Officials",145.302597999753,-38.1565819991295,1990,20242,"DEAVON MEADOWS","CASEY","Cross"
"Synthetic Pitch",null,"Cricket","Glover Recreation Reserve,",1,null,null,null,"CASEYC12264",null,"Road",null,145.302326999498,-38.1569699989364,1991,20250,"DEAVON MEADOWS","CASEY","Browns"
"Turf Pitch",null,"Cricket","Hallam Recreation Reserve,",1,"5. Very Good","< 1 Years",3803,"CASEYC12292","26 - 50 Years","Road","Umpire/Officials, Unisex",145.269167000473,-38.0016979993429,1992,20306,"HALLAM","CASEY","Frawley"
"Synthetic Pitch",null,"Cricket","J & P Cam Recreation Reserve,",2,"3. Average","Upgrade in progress",3977,"CASEYC12257","11 - 25 Years","Street","Umpire/Officials, Unisex",145.271077000281,-38.1027139994825,1993,20219,"CRANBOURNE","CASEY","Claredon"
"Synthetic Pitch",null,"Cricket","Junction Village Recreation Reserve",1,"3. Average",null,3977,"CASEYC12298",null,"Road",null,145.293000999498,-38.1344169986506,1994,20323,"JUNCTION VILLAGE","CASEY","Sherwood"
"Synthetic Pitch",null,"Cricket","Kalora Park Rec. Reserve,",1,"3. Average","1 - 5 Years",3805,"CASEYC12310","26 - 50 Years","Road","Umpire/Officials, Unisex",145.305369000424,-37.9910779992561,1995,20352,"NARRE WARREN NORTH","CASEY","Fox"
"Turf Pitch",null,"Cricket","KM Reedy Recreation Reserve,",1,"3. Average","1 - 5 Years",3976,"CASEYC12294","26 - 50 Years","Road","Male, Umpire/Officials",145.248478999634,-38.0231319987996,1996,20314,"HAMPTON PARK","CASEY","Pound"
"Synthetic Pitch",null,"Cricket","KM Reedy Recreation Reserve,",2,"3. Average","1 - 5 Years",3976,"CASEYC12294","26 - 50 Years","Road","Male, Umpire/Officials",145.248478999634,-38.0231319987996,1997,20313,"HAMPTON PARK","CASEY","Pound"
"Synthetic Pitch",null,"Cricket","Lawson Poole Recreation Reserve,",1,"3. Average","1 - 5 Years",3977,"CASEYC12259","11 - 25 Years","Avenue","Male",145.274553000007,-38.0835259988318,1998,20223,"CRANBOURNE","CASEY","Lesdon"
"Turf Pitch",null,"Cricket","Max Pawsey Recreation Reserve",1,"4. Good","1 - 5 Years",3805,"CASEYC12306","11 - 25 Years","Drive","Umpire/Officials, Unisex",145.298057000533,-38.017491998901,1999,20337,"NARRE WARREN","CASEY","Magid"
"Synthetic Pitch",null,"Cricket","Max Pawsey Recreation Reserve",1,"4. Good","1 - 5 Years",3805,"CASEYC12306","11 - 25 Years","Drive","Umpire/Officials, Unisex",145.298057000533,-38.017491998901,2000,20338,"NARRE WARREN","CASEY","Magid"
"Grass",null,"Lawn Bowls","St James Bowls & Tennis Club",1,null,null,3727,"MOIRAS12209",null,"Road",null,145.894742000081,-36.2714219990336,6001,20126,"ST JAMES","MOIRA","Devenish"
"Grass",null,"Lawn Bowls","Strathmerton Recreation Reserve",2,"2. Poor",null,3641,"MOIRAS12213","11 - 25 Years","Road",null,145.477286999547,-35.9279379990112,6002,20133,"STRATHMERTON","MOIRA","Hendys"
"Grass",null,"Lawn Bowls","Tungamah Lawn Bowls",1,null,null,3728,"MOIRAS12216",null,"Street",null,145.879603000027,-36.1647619990509,6003,20141,"TUNGAMAH","MOIRA","Telford"
"Grass",null,"Lawn Bowls","Wunghnu Bowls Club",2,null,null,3635,"MOIRAS12221",null,"Street",null,145.429912000449,-36.1534229988612,6004,20150,"WUNGHNU","MOIRA","Walter"
"Synthetic Pitch",null,"Lawn Bowls","Yarrawonga Bowls Club",2,null,null,3730,"MOIRAS12224",null,"Street",null,146.003558000028,-36.0171849993551,6005,20156,"YARRAWONGA","MOIRA","Lott"
null,null,"Motor Sports","Cobram Motocross Track",1,null,null,3644,"MOIRAS12180",null,"Road",null,145.696725000469,-35.9505819990609,6007,20069,"COBRAM","MOIRA","Pye"
null,null,"Motor Sports","Numurkah Go-Kart",1,null,null,3636,"MOIRAS12202",null,"Road",null,145.486177000207,-36.0985009991083,6008,20112,"NUMURKAH","MOIRA","Katamatite-Nathalia"
"Asphalt",null,"Motor Sports","Wilby Racecourse and Recreation Reserve",1,null,null,3728,"MOIRAS12220",null,"Road",null,146.013585000018,-36.1613709993237,6009,20148,"WILBY","MOIRA","Tungamah-Peechelba"
"Asphalt",null,"Netball","Apex Reserve",6,"3. Average",null,3644,"MOIRAS12177","11 - 25 Years","Road",null,145.658025999661,-35.922797998876,6010,20063,"COBRAM","MOIRA","Campbell"
"Asphalt",null,"Netball","Cobram Scott Reserve",2,"3. Average",null,3644,"MOIRAS12182","6 - 10 Years","Street","Female, Male, Umpire/Officials",145.655641999968,-35.9099709991371,6011,20073,"COBRAM","MOIRA","Karook"
"Asphalt",null,"Netball","Katamatite Recreation Reserve",2,null,null,3649,"MOIRAS12186",null,"Street",null,145.689912999871,-36.0765929993832,6012,20082,"KATAMATITE","MOIRA","Moore"
"Synthetic",null,"Netball","Katunga Recreation Reserve and Community Centre",null,null,null,3640,"MOIRAS12188",null,"Road",null,145.453722999795,-35.9978089988745,6013,20086,"KATUNGA","MOIRA","Katunga-Picola"
"Asphalt",null,"Netball","Nathalia Showgrounds and Recreation Reserve",2,"4. Good",null,3638,"MOIRAS12194","11 - 25 Years","Street","Female, Male, Umpire/Officials",145.214309000316,-36.0527639987374,6014,20097,"NATHALIA","MOIRA","Park"
"Asphalt",null,"Netball","Numurkah Netball Club",12,null,null,3636,"MOIRAS12203",null,"Court",null,145.440958000326,-36.098186998996,6015,20113,"NUMURKAH","MOIRA","Harding"
"Synthetic",null,"Netball","Numurkah Showgrounds Reserve",2,null,null,3636,"MOIRAS12204",null,"Road",null,145.447451999861,-36.0933949993434,6016,20116,"NUMURKAH","MOIRA","Tunnock"
"Synthetic",null,"Netball","Picola Recreation Reserve",2,null,null,3639,"MOIRAS12207",null,"Road",null,145.110090999462,-35.9967329988939,6017,20123,"PICOLA","MOIRA","Picola North"
"Asphalt",null,"Netball","Strathmerton Recreation Reserve",2,"2. Poor",null,3641,"MOIRAS12213","11 - 25 Years","Road",null,145.477286999547,-35.9279379990112,6018,20134,"STRATHMERTON","MOIRA","Hendys"
"Asphalt",null,"Netball","Tungamah Jubilee Park Recreation Reserve",2,null,null,3728,"MOIRAS12215",null,"Street",null,145.876272000541,-36.1679889988573,6019,20140,"TUNGAMAH","MOIRA","Barr"
"Synthetic",null,"Netball","Waaia Recreation Reserve",3,null,null,3637,"MOIRAS12218",null,"Road",null,145.330148000204,-36.0509269989947,6020,20145,"WAAIA","MOIRA","Waala-Bearii"
"Asphalt",null,"Netball","Wunghnu Recreation Reserve",2,null,null,3635,"MOIRAS12222",null,"Hwy",null,145.433133000322,-36.1583129992228,6021,20152,"WUNGHNU","MOIRA","Goulburn Valley"
"Synthetic",null,"Netball","Yarrawonga JC Lowe Oval Reserve",1,null,null,3730,"MOIRAS12225",null,"Road",null,145.995689000496,-36.0122599987287,6022,20158,"YARRAWONGA","MOIRA","Burley"
"Asphalt",null,"Netball","Yarrawonga Showgrounds Reserve/Victoria Park",10,null,null,3730,"MOIRAS12226",null,"Street",null,146.011088999905,-36.0185169993767,6023,20163,"YARRAWONGA","MOIRA","Dunlop"
"Asphalt",null,"Netball","Yarroweyah Recreation Reserve",2,null,null,3644,"MOIRAS12230",null,"Road",null,145.560582000004,-35.9200709987112,6024,20170,"YARROWEYAH","MOIRA","Kenny"
"Grass",null,"Rugby Union","Koonoomoo Recreation Reserve",1,null,null,3644,"MOIRAS12190",null,"Hwy",null,145.576801000047,-35.8924409992554,6025,20089,"KOONOOMOO","MOIRA","Goulburn Valley"
null,null,"Sailing","Yarrawonga Yacht Club",1,null,null,3730,"MOIRAS12229",null,"Road",null,146.014846999901,-36.0076609990076,6026,20167,"YARRAWONGA","Moira Shire Council","River"
null,null,"Skating","Cobram Skate Park",1,"5. Very Good",null,3644,"MOIRAS12184","0 - 5 Years","Road",null,145.651475999717,-35.9188389994742,6027,20076,"COBRAM","MOIRA","Punt"
null,null,"Skating","Nathalia Sports & Community Centre & Skate Park",1,"4. Good",null,3638,"MOIRAS12195","6 - 10 Years","Street",null,145.206105999895,-36.0606129994515,6028,20098,"NATHALIA","MOIRA","Gifford"
null,null,"Skating","Numurka Skate Park",1,null,null,3636,"MOIRAS12197",null,"Street",null,145.443264000116,-36.095084999369,6029,20104,"NUMURKAH","MOIRA","Tunnock"
null,null,"Skating","Strathmerton Skate Park",1,null,null,3641,"MOIRAS12214",null,"Hwy",null,145.479561999913,-35.9257379991883,6030,20137,"STRATHMERTON","MOIRA","Murray Valley"
null,null,"Skating","Yarrawonga Skate Park",1,null,null,3730,"MOIRAS12227",null,"Street",null,146.005737999626,-36.0077069994689,6031,20165,"YARRAWONGA","MOIRA","Hunt"
"Grass",null,"Soccer","Apex Reserve",4,"2. Poor",null,3644,"MOIRAS12177",null,"Road",null,145.658025999661,-35.922797998876,6032,20064,"COBRAM","MOIRA","Campbell"
"Grass",null,"Soccer","Cobram Showgrounds Reserve",2,"1. Very Poor",null,3644,"MOIRAS12183","26 - 50 Years","Street","Female, Male",145.652649999922,-35.920780999161,6033,20075,"COBRAM","MOIRA","Bank"
"Grass",null,"Soccer","Numurkah Showgrounds Reserve",4,null,null,3636,"MOIRAS12204",null,"Road",null,145.447451999861,-36.0933949993434,6034,20117,"NUMURKAH","MOIRA","Tunnock"
"Wooden Gymnasium",null,"Soccer (Indoor Soccer / Futsal)","Cobram Sports Stadium",2,"4. Good",null,3644,"MOIRAS12185","11 - 25 Years","Road","Female, Male",145.657066000381,-35.9223059987752,6035,20079,"COBRAM","MOIRA","Campbell"
"Wooden Gymnasium",null,"Soccer (Indoor Soccer / Futsal)","Nathalia Sports & Community Centre & Skate Park",1,"4. Good",null,3638,"MOIRAS12195","26 - 50 Years","Street","Female, Male",145.206105999895,-36.0606129994515,6036,20102,"NATHALIA","MOIRA","Gifford"
null,null,"Squash / Racquetball","Numurkah Aquatic & Fitness Centre",3,"4. Good",null,3636,"MOIRAS12198","26 - 50 Years","Street","Female, Male",145.442050000433,-36.0969929992532,6037,20106,"NUMURKAH","MOIRA","Melville"
"50m Pool - Outdoor, Toddlers Pool",null,"Swimming","Cobram Outdoor Pool",3,"3. Average","11 + Years",3644,"MOIRAS12181","51 Years +","Road","Female, Male",145.655174999774,-35.9185299989619,6038,20070,"COBRAM","MOIRA","Punt"
"50m Pool - Outdoor, Toddlers Pool",null,"Swimming","Nathalia Swimming Pool",2,"4. Good",null,3638,"MOIRAS12196","51 Years +","Street","Female, Male",145.211294000511,-36.0535829992312,6039,20103,"NATHALIA","MOIRA","Park"
"25m Pool - Indoor",null,"Swimming","Numurkah Aquatic & Fitness Centre",3,"4. Good",null,3636,"MOIRAS12198","26 - 50 Years","Street","Female, Male",145.442050000433,-36.0969929992532,6040,20107,"NUMURKAH","MOIRA","Melville"
null,null,"Swimming","Numurkah Swimming Pool",3,null,null,3636,"MOIRAS12205","51 Years +","Avenue","Female, Male",145.442361999557,-36.0964549992375,6041,20118,"NUMURKAH","MOIRA","Harbison"
null,null,"Swimming","Strathmerton Outdoor Pool",2,null,null,3641,"MOIRAS12212","26 - 50 Years","Street","Female, Male",145.477761000172,-35.9239119987846,6042,20130,"STRATHMERTON","MOIRA","Findlay"
null,null,"Swimming","Yarrawonga Swimming Pool",2,"4. Good",null,3730,"MOIRAS12228","26 - 50 Years","Road","Female, Male",145.996366999975,-36.0135589990164,6043,20166,"YARRAWONGA","MOIRA","Burley"
null,null,"Table Tennis","Yarrawonga Showgrounds Reserve/Victoria Park",null,null,null,3730,"MOIRAS12226",null,"Street",null,146.011088999905,-36.0185169993767,6044,26722,"YARRAWONGA","MOIRA","Dunlop"
"Clay",null,"Tennis (Indoor)","Bundalong Dan Cronin  Recreation Reserve",3,"3. Average",null,3730,"MOIRAS12232","11 - 25 Years","Street",null,146.163047000362,-36.0361759992199,6045,20173,"BUNDALONG","MOIRA","PYKE"
null,null,"Tennis (Indoor)","Invergordon Recreation Reserve",3,"3. Average",null,3636,"MOIRAS12233","26 - 50 Years","Drive",null,145.608558999524,-36.1499689991353,6046,20174,"INVERGORDON","MOIRA","Batey"
"Asphalt",null,"Tennis (Outdoor)","Apex Reserve",2,"3. Average",null,3644,"MOIRAS12177",null,"Road",null,145.658025999661,-35.922797998876,6047,20065,"COBRAM","MOIRA","Campbell"
"Artificial Turf",null,"Tennis (Outdoor)","BAULKAMAUGH RECREATION RESERVE",null,null,null,3637,"MOIRAS12231",null,"Road",null,145.311159000348,-36.0444189988441,6048,20172,"WAAIA","MOIRA","FUZZARDS ROAD"
"Artificial Turf",null,"Tennis (Outdoor)","Baulkamaugh Tennis Courts",4,null,null,3637,"MOIRAS12219",null,"Road",null,145.391629000363,-36.0590359993521,6049,20147,"WAAIA","MOIRA","Fuzzards"
"Grass",null,"Tennis (Outdoor)","Cobram Lawn Tennis Club",16,null,null,3644,"MOIRAS12179",null,"Street",null,145.652649999922,-35.920780999161,6050,20067,"COBRAM","MOIRA","William"
"Asphalt",null,"Tennis (Outdoor)","Katamatite Tennis Club",4,null,null,3649,"MOIRAS12187","11 - 25 Years","Street",null,145.688160000124,-36.0763049993248,6051,20083,"KATAMATITE","MOIRA","Moore"
"Artificial Turf",null,"Tennis (Outdoor)","Katunga Recreation Reserve and Community Centre",6,null,null,3640,"MOIRAS12188",null,"Road",null,145.453722999795,-35.9978089988745,6052,20087,"KATUNGA","MOIRA","Katunga-Picola"
"Artificial Turf",null,"Tennis (Outdoor)","Knox St Reserve",2,null,null,3636,"MOIRAS12189",null,"Street",null,145.432936999696,-36.0931239994859,6053,20088,"NUMURKAH","MOIRA","Knox"
"Asphalt","252","Tennis (Outdoor)","Narioka Recreation Reserve",2,null,null,null,"MOIRAS12234",null,"Road",null,145.0761419995,-36.0364809994821,6054,20176,"PICOLA","MOIRA","Lindsays"
"Grass",null,"Tennis (Outdoor)","Nathalia Lawn Tennis Club",14,null,null,3638,"MOIRAS12193",null,"Street",null,145.211294000511,-36.0535829992312,6055,20093,"NATHALIA","MOIRA","Park"
"Artificial Turf",null,"Tennis (Outdoor)","Nathalia Lawn Tennis Club",2,null,null,3638,"MOIRAS12193",null,"Street",null,145.211294000511,-36.0535829992312,6056,20094,"NATHALIA","MOIRA","Park"
"Grass",null,"Tennis (Outdoor)","Numurkah Tennis Club",15,null,null,3636,"MOIRAS12206",null,"Court",null,145.440958000326,-36.098186998996,6057,20119,"NUMURKAH","MOIRA","Harding"
"Artificial Turf",null,"Tennis (Outdoor)","Numurkah Tennis Club",2,null,null,3636,"MOIRAS12206",null,"Court",null,145.440958000326,-36.098186998996,6058,20120,"NUMURKAH","MOIRA","Harding"
"Plexipave",null,"Tennis (Outdoor)","Picola Recreation Reserve",2,null,null,3639,"MOIRAS12207",null,"Road",null,145.110090999462,-35.9967329988939,6059,20124,"PICOLA","MOIRA","Picola North"
"Asphalt",null,"Tennis (Outdoor)","St James Bowls & Tennis Club",2,null,null,3727,"MOIRAS12209",null,"Road",null,145.894742000081,-36.2714219990336,6060,20127,"ST JAMES","MOIRA","Devenish"
"Asphalt",null,"Tennis (Outdoor)","Strathmerton Recreation Reserve",2,"2. Poor",null,3641,"MOIRAS12213","11 - 25 Years","Road",null,145.477286999547,-35.9279379990112,6061,20136,"STRATHMERTON","MOIRA","Hendys"
"Grass",null,"Tennis (Outdoor)","Strathmerton Recreation Reserve",6,"2. Poor",null,3641,"MOIRAS12213","11 - 25 Years","Road",null,145.477286999547,-35.9279379990112,6062,20135,"STRATHMERTON","MOIRA","Hendys"
null,null,"Tennis (Outdoor)","Tungamah Tennis Club",null,null,null,3728,"MOIRAS12217",null,"Street",null,145.877779000353,-36.1666979991296,6063,20142,"TUNGAMAH","MOIRA","Bailey"
"Asphalt",null,"Tennis (Outdoor)","Waaia Recreation Reserve",4,null,null,3637,"MOIRAS12218",null,"Road",null,145.330148000204,-36.0509269989947,6064,20146,"WAAIA","MOIRA","Waala-Bearii"
"Clay",null,"Tennis (Outdoor)","Wilby Racecourse and Recreation Reserve",6,null,null,3728,"MOIRAS12220",null,"Road",null,146.013585000018,-36.1613709993237,6065,20149,"WILBY","MOIRA","Tungamah-Peechelba"
"Artificial Turf",null,"Tennis (Outdoor)","Wunghnu Recreation Reserve",1,null,null,3635,"MOIRAS12222",null,"Hwy",null,145.433133000322,-36.1583129992228,6066,20153,"WUNGHNU","MOIRA","Goulburn Valley"
"Artificial Turf",null,"Tennis (Outdoor)","Yalca North Recreation Reserve",2,null,null,3641,"MOIRAS12223",null,"Hwy",null,145.234062999936,-35.9273269990273,6067,20154,"BEARII","MOIRA","Murray Valley"
"Plexipave",null,"Tennis (Outdoor)","Yarrawonga JC Lowe Oval Reserve",4,null,null,3730,"MOIRAS12225",null,"Road",null,145.995689000496,-36.0122599987287,6068,20160,"YARRAWONGA","MOIRA","Burley"
"Grass",null,"Tennis (Outdoor)","Yarrawonga JC Lowe Oval Reserve",23,null,null,3730,"MOIRAS12225",null,"Road",null,145.995689000496,-36.0122599987287,6069,20159,"YARRAWONGA","MOIRA","Burley"
"Asphalt",null,"Tennis (Outdoor)","Yarroweyah Recreation Reserve",2,null,null,3644,"MOIRAS12230",null,"Road",null,145.560582000004,-35.9200709987112,6070,20171,"YARROWEYAH","MOIRA","Kenny"
"Grass Running Track",null,"Athletics","Central Reserve",1,null,null,3150,"MONASH11998",null,"Road",null,145.161017999747,-37.8923369994282,6071,19716,"GLEN WAVERLEY","MONASH","Springvale"
"Synthetic Running Track",null,"Athletics","Davies Reserve",1,"4. Good","1 - 5 Years",3166,"MONASH12005","26 - 50 Years","Avenue","Umpire/Officials, Unisex",145.103307000305,-37.9200099990765,6072,19730,"OAKLEIGH","MONASH","Talbot"
"Grass",null,"Australian Rules Football","Brentwood Reserve",1,"3. Average","11 + Years",3150,"MONASH11994","26 - 50 Years","Cresent","Male",145.17083799976,-37.9025189992728,6073,19705,"GLEN WAVERLEY","MONASH","Maylands"
"Grass",null,"Australian Rules Football","Capital Reserve",1,"2. Poor","11 + Years",3150,"MONASH11996","26 - 50 Years","Avenue","Male, Umpire/Officials",145.180899999544,-37.872329999026,6074,19709,"GLEN WAVERLEY","MONASH","Capital"
"Grass",null,"Australian Rules Football","Central Reserve",2,"3. Average","11 + Years",3150,"MONASH11998","26 - 50 Years","Road","Male, Umpire/Officials",145.161017999747,-37.8923369994282,6075,19717,"GLEN WAVERLEY","MONASH","Springvale"
"Grass",null,"Australian Rules Football","Central Reserve North",1,"5. Very Good","< 1 Years",3150,"MONASH12024","0 - 5 Years","Road","Umpire/Officials, Unisex",145.16213699961,-37.8894259991068,6076,19758,"GLEN WAVERLEY","MONASH","Waverley"
"Grass",null,"Australian Rules Football","Columbia Park",1,"2. Poor","11 + Years",3150,"MONASH12002","26 - 50 Years","Drive","Male, Umpire/Officials",145.185574999534,-37.9145739994255,6077,19726,"WHEELERS HILL","MONASH","Columbia"
"Grass",null,"Australian Rules Football","Essex Heights Reserve",1,"4. Good","1 - 5 Years",3147,"MONASH12010","26 - 50 Years","Road","Umpire/Officials, Unisex",145.113732000448,-37.8639789994324,6078,19738,"ASHWOOD","MONASH","Outlook"
"Grass",null,"Lawn Bowls","Scammell Reserve",2,"3. Average","1 - 5 Years",3166,"MONASH12059","26 - 50 Years","Road","Female, Male",145.092805999758,-37.9114909993317,6191,19833,"OAKLEIGH","MONASH","Guest"
"Grass",null,"Australian Rules Football","Jordan Reserve",1,"4. Good","11 + Years",3148,"MONASH12030","11 - 25 Years","Road","Male, Umpire/Officials",145.108220000009,-37.8770339987362,6079,19768,"CHADSTONE","MONASH","Huntingdale"
"Grass",null,"Australian Rules Football","Marshall Reserve",1,null,null,3166,"MONASH12036",null,"Road",null,145.138854000283,-37.912046999323,6080,19779,"HUNTINGDALE","MONASH","Ring East"
"Grass",null,"Australian Rules Football","Mayfield Park",1,"3. Average","11 + Years",3166,"MONASH12037","26 - 50 Years","Drive","Female, Male",145.115780999552,-37.887178999354,6081,19783,"OAKLEIGH","MONASH","Mayfield"
